1040	7.3	3.64	21.8
1050	7.3	3.64	21.8
1060	7.3	3.64	21.8
1070	7.3	3.64	21.8
1080	7.3	3.64	21.8
1090	7.3	3.64	21.8
1100	7.3	3.64	21.8
1110	7.3	3.64	21.8
1120	7.3	3.64	21.8
1130	7.3	3.64	21.8
1140	7.3	3.64	21.8
1150	7.3	3.64	21.8
1160	7.3	3.64	21.8
1170	7.3	3.64	21.8
1180	7.3	3.64	21.8
1190	7.3	3.64	21.8
1200	7.3	3.64	21.8
1210	7.3	3.64	21.8
1220	7.3	3.64	21.8
1230	7.3	3.64	21.8
1240	7.3	3.64	21.8
1250	7.3	3.64	21.8
1260	7.3	3.64	21.8
1270	7.3	3.64	21.8
1280	7.3	3.64	21.8
1290	7.3	3.64	21.8
1300	7.3	3.64	21.8
1310	7.3	3.64	21.8
1320	7.3	3.64	21.8
1330	7.3	3.64	21.8
1340	7.3	3.64	21.8
1350	7.3	3.64	21.8
1360	7.3	3.64	21.8
1370	7.3	3.64	21.8
1380	7.3	3.64	21.8
1390	7.3	3.64	21.8
1400	7.3	3.64	21.8
1410	7.3	3.64	21.8
1420	7.3	3.64	21.8
1430	7.3	3.64	21.8
1440	7.3	3.64	21.8
1450	7.3	3.64	21.8
1460	7.3	3.64	21.8
1470	7.3	3.64	21.8
1480	7.3	3.64	21.8
1490	7.3	3.64	21.8
1500	7.3	3.64	21.8
1510	7.3	3.64	21.8
1520	7.3	3.64	21.8
1530	7.3	3.64	21.8
1540	7.3	3.64	21.8
1550	7.3	3.64	21.8
1560	7.3	3.64	21.8
1570	396	198.21	1189.3
1580	396	198.21	1189.3
1590	396	198.21	1189.3
1600	396	198.21	1189.3
1610	396	198.21	1189.3
1620	396	198.21	1189.3
1630	396	198.21	1189.3
1640	396	198.21	1189.3
1650	396	198.21	1189.3
1660	396	198.21	1189.3
1670	396	198.21	1189.3
1680	396	198.21	1189.3
1690	396	198.21	1189.3
1700	396	198.21	1189.3
1710	396	198.21	1189.3
1720	396	198.21	1189.3
1730	396	198.21	1189.3
1740	396	198.21	1189.3
1750	396	198.21	1189.3
1760	396	198.21	1189.3
1770	396	198.21	1189.3
1780	396	198.21	1189.3
1790	396	198.21	1189.3
1800	396	198.21	1189.3
1810	396	198.21	1189.3
1820	396	198.21	1189.3
1830	396	198.21	1189.3
1840	396	198.21	1189.3
1850	516.1	392.236	898.014
1860	656.8	499.168	1142.832
1870	1542.3	1172.148	2683.602
1880	2246.7	1707.492	3909.258
1890	2617.4	1989.224	4554.276
1900	2325.5	1767.38	4046.37
1910	1744.5	1325.82	3035.43
1920	828.1	629.356	1440.894
1930	748.9	569.164	1303.086
1940	799.3	607.468	1390.782
1950	692.5	526.3	1204.95
1960	971.4	738.264	1690.236
1970	1183.2	899.232	2058.768
1980	1305.3	992.028	2271.222
1990	1433.5	1089.46	2494.29
2000	1422.5	1081.1	2475.15
2008	1964.9	1493.324	3418.926
