-2000	7.3	3.64	21.8
-1990	7.3	3.64	21.8
-1980	7.3	3.64	21.8
-1970	7.3	3.64	21.8
-1960	7.3	3.64	21.8
-1950	7.3	3.64	21.8
-1940	7.3	3.64	21.8
-1930	7.3	3.64	21.8
-1920	7.3	3.64	21.8
-1910	7.3	3.64	21.8
-1900	7.3	3.64	21.8
-1890	7.3	3.64	21.8
-1880	7.3	3.64	21.8
-1870	7.3	3.64	21.8
-1860	7.3	3.64	21.8
-1850	7.3	3.64	21.8
-1840	7.3	3.64	21.8
-1830	7.3	3.64	21.8
-1820	7.3	3.64	21.8
-1810	7.3	3.64	21.8
-1800	7.3	3.64	21.8
-1790	7.3	3.64	21.8
-1780	7.3	3.64	21.8
-1770	7.3	3.64	21.8
-1760	7.3	3.64	21.8
-1750	7.3	3.64	21.8
-1740	7.3	3.64	21.8
-1730	7.3	3.64	21.8
-1720	7.3	3.64	21.8
-1710	7.3	3.64	21.8
-1700	7.3	3.64	21.8
-1690	7.3	3.64	21.8
-1680	7.3	3.64	21.8
-1670	7.3	3.64	21.8
-1660	7.3	3.64	21.8
-1650	7.3	3.64	21.8
-1640	7.3	3.64	21.8
-1630	7.3	3.64	21.8
-1620	7.3	3.64	21.8
-1610	7.3	3.64	21.8
-1600	7.3	3.64	21.8
-1590	7.3	3.64	21.8
-1580	7.3	3.64	21.8
-1570	7.3	3.64	21.8
-1560	7.3	3.64	21.8
-1550	7.3	3.64	21.8
-1540	7.3	3.64	21.8
-1530	7.3	3.64	21.8
-1520	7.3	3.64	21.8
-1510	7.3	3.64	21.8
-1500	7.3	3.64	21.8
-1490	7.3	3.64	21.8
-1480	7.3	3.64	21.8
-1470	7.3	3.64	21.8
-1460	7.3	3.64	21.8
-1450	7.3	3.64	21.8
-1440	7.3	3.64	21.8
-1430	7.3	3.64	21.8
-1420	7.3	3.64	21.8
-1410	7.3	3.64	21.8
-1400	7.3	3.64	21.8
-1390	7.3	3.64	21.8
-1380	7.3	3.64	21.8
-1370	7.3	3.64	21.8
-1360	7.3	3.64	21.8
-1350	7.3	3.64	21.8
-1340	7.3	3.64	21.8
-1330	7.3	3.64	21.8
-1320	7.3	3.64	21.8
-1310	7.3	3.64	21.8
-1300	7.3	3.64	21.8
-1290	7.3	3.64	21.8
-1280	7.3	3.64	21.8
-1270	7.3	3.64	21.8
-1260	7.3	3.64	21.8
-1250	7.3	3.64	21.8
-1240	7.3	3.64	21.8
-1230	7.3	3.64	21.8
-1220	7.3	3.64	21.8
-1210	7.3	3.64	21.8
-1200	7.3	3.64	21.8
-1190	7.3	3.64	21.8
-1180	7.3	3.64	21.8
-1170	7.3	3.64	21.8
-1160	7.3	3.64	21.8
-1150	7.3	3.64	21.8
-1140	7.3	3.64	21.8
-1130	7.3	3.64	21.8
-1120	7.3	3.64	21.8
-1110	7.3	3.64	21.8
-1100	7.3	3.64	21.8
-1090	7.3	3.64	21.8
-1080	7.3	3.64	21.8
-1070	7.3	3.64	21.8
-1060	7.3	3.64	21.8
-1050	7.3	3.64	21.8
-1040	7.3	3.64	21.8
-1030	7.3	3.64	21.8
-1020	7.3	3.64	21.8
-1010	7.3	3.64	21.8
-1000	7.3	3.64	21.8
-990	7.3	3.64	21.8
-980	7.3	3.64	21.8
-970	7.3	3.64	21.8
-960	7.3	3.64	21.8
-950	7.3	3.64	21.8
-940	7.3	3.64	21.8
-930	7.3	3.64	21.8
-920	7.3	3.64	21.8
-910	7.3	3.64	21.8
-900	7.3	3.64	21.8
-890	7.3	3.64	21.8
-880	7.3	3.64	21.8
-870	7.3	3.64	21.8
-860	7.3	3.64	21.8
-850	7.3	3.64	21.8
-840	7.3	3.64	21.8
-830	7.3	3.64	21.8
-820	7.3	3.64	21.8
-810	7.3	3.64	21.8
-800	7.3	3.64	21.8
-790	7.3	3.64	21.8
-780	7.3	3.64	21.8
-770	7.3	3.64	21.8
-760	7.3	3.64	21.8
-750	7.3	3.64	21.8
-740	7.3	3.64	21.8
-730	7.3	3.64	21.8
-720	7.3	3.64	21.8
-710	7.3	3.64	21.8
-700	7.3	3.64	21.8
-690	7.3	3.64	21.8
-680	7.3	3.64	21.8
-670	7.3	3.64	21.8
-660	7.3	3.64	21.8
-650	7.3	3.64	21.8
-640	7.3	3.64	21.8
-630	7.3	3.64	21.8
-620	7.3	3.64	21.8
-610	7.3	3.64	21.8
-600	7.3	3.64	21.8
-590	7.3	3.64	21.8
-580	7.3	3.64	21.8
-570	7.3	3.64	21.8
-560	7.3	3.64	21.8
-550	7.3	3.64	21.8
-540	7.3	3.64	21.8
-530	7.3	3.64	21.8
-520	7.3	3.64	21.8
-510	7.3	3.64	21.8
-500	7.3	3.64	21.8
-490	7.3	3.64	21.8
-480	7.3	3.64	21.8
-470	7.3	3.64	21.8
-460	7.3	3.64	21.8
-450	7.3	3.64	21.8
-440	7.3	3.64	21.8
-430	7.3	3.64	21.8
-420	7.3	3.64	21.8
-410	7.3	3.64	21.8
-400	7.3	3.64	21.8
-390	7.3	3.64	21.8
-380	7.3	3.64	21.8
-370	7.3	3.64	21.8
-360	7.3	3.64	21.8
-350	7.3	3.64	21.8
-340	7.3	3.64	21.8
-330	7.3	3.64	21.8
-320	7.3	3.64	21.8
-310	7.3	3.64	21.8
-300	7.3	3.64	21.8
-290	7.3	3.64	21.8
-280	7.3	3.64	21.8
-270	7.3	3.64	21.8
-260	7.3	3.64	21.8
-250	7.3	3.64	21.8
-240	7.3	3.64	21.8
-230	7.3	3.64	21.8
-220	7.3	3.64	21.8
-210	7.3	3.64	21.8
-200	7.3	3.64	21.8
-190	7.3	3.64	21.8
-180	7.3	3.64	21.8
-170	7.3	3.64	21.8
-160	7.3	3.64	21.8
-150	7.3	3.64	21.8
-140	7.3	3.64	21.8
-130	7.3	3.64	21.8
-120	7.3	3.64	21.8
-110	7.3	3.64	21.8
-100	7.3	3.64	21.8
-90	7.3	3.64	21.8
-80	7.3	3.64	21.8
-70	7.3	3.64	21.8
-60	7.3	3.64	21.8
-50	7.3	3.64	21.8
-40	7.3	3.64	21.8
-30	7.3	3.64	21.8
-20	7.3	3.64	21.8
-10	7.3	3.64	21.8
0	7.3	3.64	21.8
10	7.3	3.64	21.8
20	7.3	3.64	21.8
30	7.3	3.64	21.8
40	7.3	3.64	21.8
50	7.3	3.64	21.8
60	7.3	3.64	21.8
70	7.3	3.64	21.8
80	7.3	3.64	21.8
90	7.3	3.64	21.8
100	7.3	3.64	21.8
110	7.3	3.64	21.8
120	7.3	3.64	21.8
130	7.3	3.64	21.8
140	7.3	3.64	21.8
150	7.3	3.64	21.8
160	7.3	3.64	21.8
170	7.3	3.64	21.8
180	7.3	3.64	21.8
190	7.3	3.64	21.8
200	7.3	3.64	21.8
210	7.3	3.64	21.8
220	7.3	3.64	21.8
230	7.3	3.64	21.8
240	7.3	3.64	21.8
250	7.3	3.64	21.8
260	7.3	3.64	21.8
270	7.3	3.64	21.8
280	7.3	3.64	21.8
290	7.3	3.64	21.8
300	7.3	3.64	21.8
310	7.3	3.64	21.8
320	7.3	3.64	21.8
330	7.3	3.64	21.8
340	7.3	3.64	21.8
350	7.3	3.64	21.8
360	7.3	3.64	21.8
370	7.3	3.64	21.8
380	7.3	3.64	21.8
390	7.3	3.64	21.8
400	7.3	3.64	21.8
410	7.3	3.64	21.8
420	7.3	3.64	21.8
430	7.3	3.64	21.8
440	7.3	3.64	21.8
450	7.3	3.64	21.8
460	7.3	3.64	21.8
470	7.3	3.64	21.8
480	7.3	3.64	21.8
490	7.3	3.64	21.8
500	7.3	3.64	21.8
510	7.3	3.64	21.8
520	7.3	3.64	21.8
530	7.3	3.64	21.8
540	7.3	3.64	21.8
550	7.3	3.64	21.8
560	7.3	3.64	21.8
570	7.3	3.64	21.8
580	7.3	3.64	21.8
590	7.3	3.64	21.8
600	7.3	3.64	21.8
610	7.3	3.64	21.8
620	7.3	3.64	21.8
630	7.3	3.64	21.8
640	7.3	3.64	21.8
650	7.3	3.64	21.8
660	7.3	3.64	21.8
670	7.3	3.64	21.8
680	7.3	3.64	21.8
690	7.3	3.64	21.8
700	7.3	3.64	21.8
710	7.3	3.64	21.8
720	7.3	3.64	21.8
730	7.3	3.64	21.8
740	7.3	3.64	21.8
750	7.3	3.64	21.8
760	7.3	3.64	21.8
770	7.3	3.64	21.8
780	7.3	3.64	21.8
790	7.3	3.64	21.8
800	7.3	3.64	21.8
810	7.3	3.64	21.8
820	7.3	3.64	21.8
830	7.3	3.64	21.8
840	7.3	3.64	21.8
850	7.3	3.64	21.8
860	7.3	3.64	21.8
870	7.3	3.64	21.8
880	7.3	3.64	21.8
890	7.3	3.64	21.8
900	7.3	3.64	21.8
910	7.3	3.64	21.8
920	7.3	3.64	21.8
930	7.3	3.64	21.8
940	7.3	3.64	21.8
950	7.3	3.64	21.8
960	7.3	3.64	21.8
970	7.3	3.64	21.8
980	7.3	3.64	21.8
990	7.3	3.64	21.8
1000	7.3	3.64	21.8
1010	7.3	3.64	21.8
1020	7.3	3.64	21.8
1030	7.3	3.64	21.8
